id,name,operator,updateTime,createTime,yn,providerId
242,深圳市大乘科技有限公司,深圳市大乘科技有限公司,2011-12-08 20:02:11.357,2011-12-08 20:02:11.357,0,364
243,北京中铵科锐科技有限公司,北京中铵科锐科技有限公司,2011-12-08 20:05:40.790,2011-12-08 20:05:40.790,0,1
244,深圳市天杰电子有限公司,深圳市天杰电子有限公司,2011-12-08 20:08:45.987,2011-12-08 20:08:45.987,1,353
245,北京中铵科锐科技有限公司,北京中铵科锐科技有限公司,2011-12-08 20:11:53.123,2011-12-08 20:11:53.123,1,365
246,北京中铵科锐科技有限公司,北京中铵科锐科技有限公司,2011-12-08 20:13:32.433,2011-12-08 20:13:32.433,0,365
247,惠州市天敏科技发展有限公司,惠州市天敏科技发展有限公司,2011-12-13 14:05:50.857,2011-12-08 20:15:48.450,1,366
248,深圳市开硕科业电子有限公司,深圳市开硕科业电子有限公司,2011-12-08 20:18:33.947,2011-12-08 20:18:33.947,0,1
249,深圳市开硕科业电子有限公司,深圳市开硕科业电子有限公司,2011-12-08 20:19:39.783,2011-12-08 20:19:39.783,1,1
250,深圳市开硕科业电子有限公司,深圳市开硕科业电子有限公司,2011-12-08 20:19:48.430,2011-12-08 20:19:48.430,0,1
251,北京蒙恬科技有限公司,北京蒙恬科技有限公司,2011-12-08 20:36:49.907,2011-12-08 20:31:50.670,1,368
252,北京盟创科技有限公司,北京盟创科技有限公司,2011-12-08 20:52:59.600,2011-12-08 20:38:47.977,1,369
253,北京盟创科技有限公司,北京盟创科技有限公司,2011-12-08 20:40:32.727,2011-12-08 20:40:32.727,0,1
254,广州磐信计算机科技有限公司,广州磐信计算机科技有限公司,2011-12-08 20:42:15.960,2011-12-08 20:42:15.960,0,1
255,广州磐信计算机科技有限公司,广州磐信计算机科技有限公司,2011-12-08 20:55:06.993,2011-12-08 20:55:06.993,1,370
256,万家乐子管理员,,2011-12-12 15:41:02.777,2011-12-12 15:40:42.810,1,116
257,啥时候啥时候,,2011-12-12 15:47:34.343,2011-12-12 15:47:34.343,1,116
258,北京志和,北京志和操作员,2011-12-13 11:36:08.640,2011-12-13 11:24:32.693,1,131
259,惠州客音商务查询,惠州客音商务查询,2011-12-16 13:42:00.780,2011-12-16 13:42:00.780,1,25
260,深圳市盈嘉讯实业有限公司,深圳市盈嘉讯实业有限公司,2012-10-16 17:06:39.153,2011-12-16 15:22:30.947,1,379
261,深圳市瀚海星科技实业有限公司,深圳市瀚海星科技实业有限公司,2011-12-16 16:03:48.753,2011-12-16 15:40:32.127,1,380
262,深圳市瀚海星科技实业有限公司,深圳市瀚海星科技实业有限公司,2011-12-16 15:42:03.260,2011-12-16 15:42:03.260,0,1
263,深圳市瀚海星科技实业有限公司,深圳市瀚海星科技实业有限公司,2011-12-16 15:48:54.237,2011-12-16 15:48:54.237,0,1
264,北京赛影,北京赛影经贸有限公司 ,2011-12-21 15:01:17.257,2011-12-21 15:01:17.257,0,1
265,北京赛影,北京赛影经贸有限公司,2011-12-21 17:24:24.210,2011-12-21 17:24:24.210,1,382
266,北京盛世卓越文化传播中心管理员,北京盛世卓越文化传播中心管理员,2011-12-26 11:41:08.817,2011-12-26 11:41:08.817,1,383
267,吴思管理员,吴思管理员,2011-12-26 11:42:09.063,2011-12-26 11:42:09.063,1,384
268,江苏凤凰美术出版社管理员,江苏凤凰美术出版社管理员,2011-12-26 11:42:54.513,2011-12-26 11:42:54.513,1,385
269,北京天利经济文化发展管理员,北京天利经济文化发展管理员,2011-12-26 11:47:09.347,2011-12-26 11:47:09.347,1,386
270,北京磨铁数盟管理员,北京磨铁数盟管理员,2011-12-26 11:48:50.860,2011-12-26 11:48:50.860,1,387
271,fac1,财务管理,2011-12-28 11:08:00.960,2011-12-28 11:05:47.997,1,363
272,unitek01,经理,2011-12-28 11:08:33.503,2011-12-28 11:08:33.503,1,363
273,support,客服,2011-12-28 11:09:37.380,2011-12-28 11:09:37.380,1,363
274,深圳市创见现代电器有限公司,深圳市创见现代电器有限公司,2011-12-28 15:52:23.660,2011-12-28 15:52:23.660,1,388
275,成都高赛尔金银有限公司管理员,成都高赛尔金银有限公司,2011-12-29 16:32:21.773,2011-12-29 16:32:21.773,1,389
276,信息组,徐晶,2011-12-31 09:53:55.093,2011-12-31 09:53:55.093,0,48
277,信息资料管理,徐晶,2011-12-31 09:57:26.550,2011-12-31 09:57:26.550,0,48
278,北京今日国商贸易有限公司,北京今日国商贸易有限公司 ,2012-04-10 18:16:38.567,2012-01-06 16:34:47.343,0,390
279,图书测试角色,图书,2012-01-16 16:02:17.937,2012-01-16 16:02:17.937,1,14
280,intel,intel,2012-01-18 11:43:59.323,2012-01-18 11:43:59.323,0,1
281,重庆大学出版社有限公司管理员,重庆大学出版社有限公司管理员,2012-01-30 10:24:38.677,2012-01-30 10:24:38.677,1,1
282,北京凤凰壹力电子书管理员,北京凤凰壹力电子书管理员,2012-01-30 10:46:30.830,2012-01-30 10:46:30.830,1,391
283,广州卓为社电子有限公司管理员,广州卓为社电子有限公司管理员,2012-01-31 14:26:02.477,2012-01-31 13:18:08.950,1,393
284,电子书管理员,电子书管理员,2012-02-13 11:40:07.183,2012-02-13 11:40:07.183,1,1
285,苏州大学出版社有限公司,苏州大学出版社有限公司,2012-02-13 17:03:58.243,2012-02-13 17:03:58.243,1,394
286,江苏中卡教育科技股份有限公司,江苏中卡教育科技股份有限公司,2012-02-13 18:00:16.713,2012-02-13 18:00:16.713,1,524
287,海豚出版社有限责任公司,海豚出版社有限责任公司,2012-02-13 18:05:03.657,2012-02-13 18:05:03.657,1,395
288,天津人民出版社有限公司,天津人民出版社有限公司,2012-02-13 18:12:46.717,2012-02-13 18:12:46.717,1,396
289,北京新华先锋出版科技有限公司,北京新华先锋出版科技有限公司,2012-02-13 18:29:29.920,2012-02-13 18:29:29.920,1,397
290,中国检察出版社,中国检察出版社,2012-02-13 18:37:12.897,2012-02-13 18:37:12.897,1,398
291,《中国经济周刊》杂志社,《中国经济周刊》杂志社,2012-02-13 18:40:10.717,2012-02-13 18:40:10.717,1,525
292,上海读客图书有限公司,上海读客图书有限公司,2012-02-13 18:42:30.947,2012-02-13 18:42:30.947,1,399
293,北京阳光博客文化艺术有限公司,北京阳光博客文化艺术有限公司,2012-02-13 18:45:48.977,2012-02-13 18:45:48.977,0,400
294,复旦大学出版社有限公司,复旦大学出版社有限公司,2012-02-13 18:47:31.627,2012-02-13 18:47:31.627,1,401
295,现代出版社有限公司,现代出版社有限公司,2012-02-13 18:49:21.463,2012-02-13 18:49:21.463,1,402
296,安徽人民出版社,安徽人民出版社,2012-02-13 18:51:10.917,2012-02-13 18:51:10.917,1,403
297,世界图书出版西安有限公司 ,世界图书出版西安有限公司 ,2012-02-13 18:53:01.910,2012-02-13 18:53:01.910,1,404
298,北京山花子文化发展有限公司,北京山花子文化发展有限公司,2012-02-13 18:54:57.000,2012-02-13 18:54:57.000,1,405
299,北京世纪鼎图书发行有限公司,北京世纪鼎图书发行有限公司,2012-02-13 18:56:30.310,2012-02-13 18:56:30.310,1,406
300,上海本周图书有限公司,上海本周图书有限公司,2012-02-13 18:57:55.183,2012-02-13 18:57:55.183,1,407
301,百花文艺出版社（天津）有限公司,百花文艺出版社（天津）有限公司,2012-02-13 18:59:32.923,2012-02-13 18:59:32.923,1,408
302,国文润华文化传媒（北京）有限责任公司,国文润华文化传媒（北京）有限责任公司,2012-02-13 19:01:15.400,2012-02-13 19:01:15.400,1,409
303,北京时代光华图书有限公司,北京时代光华图书有限公司,2012-02-13 19:02:46.680,2012-02-13 19:02:46.680,1,410
304,北京紫图图书有限公司,北京紫图图书有限公司,2012-02-13 19:04:34.870,2012-02-13 19:04:34.870,1,411
305,安徽经纶文化传媒集团有限公司,安徽经纶文化传媒集团有限公司,2012-02-13 19:05:58.650,2012-02-13 19:05:58.650,1,412
306,广东省出版集团数字出版有限公司,广东省出版集团数字出版有限公司,2012-02-13 19:08:05.700,2012-02-13 19:08:05.700,1,413
307,北京海丰传媒文化有限公司,北京海丰传媒文化有限公司,2012-02-13 19:14:49.497,2012-02-13 19:14:49.497,1,526
308,北京华文经典图书有限公司,北京华文经典图书有限公司,2012-11-07 14:04:11.197,2012-02-13 19:16:29.900,1,414
309,金城出版社,金城出版社,2012-02-13 19:18:11.230,2012-02-13 19:18:11.230,1,415
310,北京阿卡狄亚文化传播有限公司,北京阿卡狄亚文化传播有限公司,2012-02-13 19:19:34.777,2012-02-13 19:19:34.777,1,416
311,安徽美术出版社,安徽美术出版社,2012-02-13 19:21:00.437,2012-02-13 19:21:00.437,1,417
312,天津华文天下图书有限公司,天津华文天下图书有限公司,2012-02-13 19:22:21.737,2012-02-13 19:22:21.737,1,418
313,ebk0031,天津华文天下图书有限公司,2012-02-13 19:23:06.450,2012-02-13 19:23:06.450,0,418
314,万卷出版有限责任公司,万卷出版有限责任公司,2012-02-13 19:25:11.000,2012-02-13 19:25:11.000,1,419
315,成都右灰文化传播有限公司,成都右灰文化传播有限公司,2012-10-31 15:54:32.763,2012-02-13 19:27:20.587,1,420
316,中轻(北京)网络出版有限公司,中轻(北京)网络出版有限公司,2012-02-13 19:30:07.910,2012-02-13 19:30:07.910,1,421
317,青豆书坊（北京）图书有限公司,青豆书坊（北京）图书有限公司,2012-02-13 19:32:15.523,2012-02-13 19:32:15.523,1,422
318,北京百科在线网络出版有限公司,北京百科在线网络出版有限公司,2012-02-13 19:33:42.760,2012-02-13 19:33:42.760,1,423
319,青岛出版社,青岛出版社,2012-02-13 19:35:40.860,2012-02-13 19:35:40.860,1,424
320,重庆电脑报经营有限责任公司,重庆电脑报经营有限责任公司,2012-02-13 19:38:09.353,2012-02-13 19:38:09.353,1,425
321,中国人民解放军第四军医大学出版社,中国人民解放军第四军医大学出版社,2012-02-13 19:48:12.670,2012-02-13 19:48:12.670,1,426
322,北京宇枫博阁文化传媒有限公司,北京宇枫博阁文化传媒有限公司,2012-02-14 09:43:30.970,2012-02-14 09:43:30.970,1,427
323,北京东方神鸟图书发行有限公司,北京东方神鸟图书发行有限公司,2012-02-14 09:45:05.977,2012-02-14 09:45:05.977,1,428
324,ebk0042,北京东方神鸟图书发行有限公司,2012-02-14 09:45:59.410,2012-02-14 09:45:59.410,0,428
325,湖北少年儿童出版社有限公司,湖北少年儿童出版社有限公司,2012-02-14 09:47:48.593,2012-02-14 09:47:48.593,1,429
326,江西美术出版社有限责任公司,江西美术出版社有限责任公司,2012-02-14 09:52:03.227,2012-02-14 09:52:03.227,1,430
327,北京凤凰天下文化发展有限公司,北京凤凰天下文化发展有限公司,2012-02-14 09:53:42.647,2012-02-14 09:53:42.647,1,431
328,广州漫友文化科技发展有限公司           ,广州漫友文化科技发展有限公司           ,2012-02-14 09:57:29.303,2012-02-14 09:57:29.303,1,432
329,中华工商联合出版社有限责任公司,中华工商联合出版社有限责任公司,2012-02-14 09:59:35.563,2012-02-14 09:59:35.563,1,433
330,新疆青少年出版社,新疆青少年出版社,2012-02-14 10:01:26.630,2012-02-14 10:01:26.630,1,434
331,重庆唐族文化传媒有限公司,重庆唐族文化传媒有限公司,2012-02-14 10:02:55.253,2012-02-14 10:02:55.253,1,435
332,北京禹田翰风图书有限责任公司,北京禹田翰风图书有限责任公司,2012-02-15 14:48:45.333,2012-02-14 10:04:34.390,1,436
333,天津大学出版社有限责任公司,天津大学出版社有限责任公司,2012-02-14 10:08:51.663,2012-02-14 10:08:51.663,1,437
334,博尔国际文化传媒（北京）有限公司,博尔国际文化传媒（北京）有限公司,2012-02-14 10:10:21.950,2012-02-14 10:10:21.950,1,438
335,浙江大学出版社有限责任公司,浙江大学出版社有限责任公司,2012-02-14 10:15:57.367,2012-02-14 10:15:57.367,1,439
336,广东犀文图书有限公司,广东犀文图书有限公司,2012-02-14 10:17:38.593,2012-02-14 10:17:38.593,1,440
337,荣格（中国）广告有限公司上海分公司    ,荣格（中国）广告有限公司上海分公司    ,2012-02-14 10:19:31.220,2012-02-14 10:19:31.220,1,441
338,北京华章同人文化传播有限公司 ,北京华章同人文化传播有限公司 ,2012-02-14 10:21:06.720,2012-02-14 10:21:06.720,1,442
339,郑州大学出版社有限公司,郑州大学出版社有限公司,2012-02-14 10:22:35.570,2012-02-14 10:22:35.570,1,443
340,北京瀚涛国际文化传播有限公司,北京瀚涛国际文化传播有限公司,2012-02-15 14:49:21.390,2012-02-14 10:25:26.017,1,444
341,达闻天下(北京)图书有限责任公司,达闻天下(北京)图书有限责任公司,2012-02-14 10:42:45.420,2012-02-14 10:42:45.420,1,445
342,经济科学出版社,经济科学出版社,2012-02-14 10:46:13.407,2012-02-14 10:46:13.407,1,446
343,黑龙江龙华数字出版有限公司   ,黑龙江龙华数字出版有限公司   ,2012-02-14 10:48:02.800,2012-02-14 10:48:02.800,1,447
344,童趣出版有限公司  ,童趣出版有限公司  ,2012-02-14 11:29:34.717,2012-02-14 11:29:34.717,1,448
345,重庆天健互联网出版有限责任公司 ,重庆天健互联网出版有限责任公司 ,2012-02-14 11:31:22.513,2012-02-14 11:31:22.513,1,449
346,石油工业出版社有限公司,石油工业出版社有限公司,2012-02-14 11:32:56.230,2012-02-14 11:32:56.230,1,450
347,深圳市海天出版社  ,深圳市海天出版社  ,2012-02-14 11:34:31.710,2012-02-14 11:34:31.710,1,451
348,江苏凤凰文艺出版社有限公司            ,江苏凤凰文艺出版社有限公司            ,2012-02-14 11:36:02.773,2012-02-14 11:36:02.773,1,452
349,长春东北师范大学出版社有限责任公司   ,长春东北师范大学出版社有限责任公司   ,2012-02-14 11:38:02.540,2012-02-14 11:38:02.540,1,453
350,新星出版社有限责任公司     ,新星出版社有限责任公司     ,2013-01-15 10:26:10.970,2012-02-14 11:39:32.243,1,454
351,上海英特颂图书有限公司      ,上海英特颂图书有限公司      ,2012-02-14 11:40:59.760,2012-02-14 11:40:59.760,1,455
352,成都西南财大出版社有限责任公司 ,成都西南财大出版社有限责任公司 ,2012-02-14 11:42:14.870,2012-02-14 11:42:14.870,1,456
353,湖北她品文化创意传播有限公司  ,湖北她品文化创意传播有限公司  ,2012-02-14 11:43:40.897,2012-02-14 11:43:40.897,1,457
354,华中科技大学出版社有限责任公司  ,华中科技大学出版社有限责任公司  ,2012-02-14 11:45:08.827,2012-02-14 11:45:08.827,1,458
355,北京乐知信达图书有限公司  ,北京乐知信达图书有限公司  ,2012-02-14 11:46:57.037,2012-02-14 11:46:57.037,1,459
356,《北京青年》杂志社,《北京青年》杂志社,2012-02-14 11:48:34.080,2012-02-14 11:48:34.080,1,528
357,北京华夏盛轩图书有限公司,北京华夏盛轩图书有限公司,2012-02-14 11:50:30.993,2012-02-14 11:50:30.993,1,460
358,武汉大学出版社有限责任公司   ,武汉大学出版社有限责任公司   ,2012-02-14 11:54:53.327,2012-02-14 11:54:53.327,1,461
359,天津聚石文华图书销售有限公司 ,天津聚石文华图书销售有限公司 ,2012-02-14 11:58:34.193,2012-02-14 11:58:34.193,1,462
360,国防工业出版社,国防工业出版社,2012-02-14 12:01:34.500,2012-02-14 12:01:34.500,1,463
361,江西科学技术出版社有限责任公司          ,江西科学技术出版社有限责任公司          ,2012-02-14 13:41:02.523,2012-02-14 13:41:02.523,1,464
362,江西科学技术出版社有限责任公司          ,江西科学技术出版社有限责任公司          ,2012-02-14 14:21:39.213,2012-02-14 14:21:39.213,0,464
363,华语教学出版社有限责任公司 ,华语教学出版社有限责任公司 ,2012-02-14 14:25:58.063,2012-02-14 14:25:58.063,1,465
364,广东IT时代周刊社,广东IT时代周刊社,2012-02-14 14:27:38.530,2012-02-14 14:27:38.530,1,529
365,江苏凤凰科学技术出版社有限公司,江苏凤凰科学技术出版社有限公司,2012-02-14 14:29:01.410,2012-02-14 14:29:01.410,1,466
366,北京日知图书有限公司    ,北京日知图书有限公司    ,2012-02-14 14:32:38.203,2012-02-14 14:32:38.203,1,467
367,上海社会科学院出版社有限公司,上海社会科学院出版社有限公司,2012-02-14 14:33:52.333,2012-02-14 14:33:52.333,1,468
368,北京时尚博闻图书有限公司,北京时尚博闻图书有限公司,2012-02-14 14:35:16.580,2012-02-14 14:35:16.580,1,469
369,长沙高科技创业者杂志有限公司 ,长沙高科技创业者杂志有限公司 ,2012-02-14 14:37:13.917,2012-02-14 14:37:13.917,1,530
370,北京天梯志鸿教育科技有限责任公司,北京天梯志鸿教育科技有限责任公司,2012-02-14 14:39:32.633,2012-02-14 14:39:32.633,1,470
371,生活·读书·新知三联书店有限公司     ,生活·读书·新知三联书店有限公司     ,2012-02-14 14:42:16.043,2012-02-14 14:42:16.043,1,531
372,阅读天下（北京）文化传播有限公司,阅读天下（北京）文化传播有限公司,2012-02-14 14:44:48.370,2012-02-14 14:44:48.370,1,471
373,北京华业文化有限公司   ,北京华业文化有限公司   ,2012-02-14 14:46:36.273,2012-02-14 14:46:36.273,1,472
374,北京工业大学出版社有限责任公司   ,北京工业大学出版社有限责任公司   ,2012-02-14 14:48:09.700,2012-02-14 14:48:09.700,1,473
375,北京天下智慧文化传播有限公司,北京天下智慧文化传播有限公司,2012-02-14 14:49:37.937,2012-02-14 14:49:37.937,1,474
376,山东教育出版社有限公司  ,山东教育出版社有限公司  ,2012-02-14 14:50:59.760,2012-02-14 14:50:59.760,1,475
377,人民交通出版社,人民交通出版社,2012-02-14 14:52:16.100,2012-02-14 14:52:16.100,1,476
378,北京融合世纪广告有限公司,北京融合世纪广告有限公司,2012-02-14 14:53:19.830,2012-02-14 14:53:19.830,1,532
379,北京毛毛虫文化传播有限公司,北京毛毛虫文化传播有限公司,2012-02-14 14:54:53.527,2012-02-14 14:54:53.527,1,477
380,海豚传媒股份有限公司,海豚传媒股份有限公司,2012-02-14 14:56:08.070,2012-02-14 14:56:08.070,1,478
381,中国工人出版社,中国工人出版社,2012-02-14 14:57:50.630,2012-02-14 14:57:50.630,1,479
382,北京文德致远文化传播有限公司,北京文德致远文化传播有限公司,2012-02-14 14:59:49.027,2012-02-14 14:59:49.027,1,533
383,天津科技翻译出版有限公司 ,天津科技翻译出版有限公司 ,2012-02-14 15:02:58.877,2012-02-14 15:02:58.877,1,480
